Movie,Year,Show,Date,Category,Winner?,Nominee(s),Birthdate,Age,Image
Coal Miner's Daughter,1980,53rd Academy Awards,3/31/81,Best Actress,X,Sissy Spacek,12/25/49,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAwMTU4NTMwMF5BMl5BanBnXkFtZTgwMDMyMTg4MTE@._V1_UY317_CR10,0,214,317_AL_.jpg"
Gloria,1980,53rd Academy Awards,3/31/81,Best Actress,,Gena Rowlands,6/19/30,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzAwMTQ1Ml5BMl5BanBnXkFtZTYwMzQyNjMz._V1_UX214_CR0,0,214,317_AL_.jpg"
Resurrection,1980,53rd Academy Awards,3/31/81,Best Actress,,Ellen Burstyn,12/7/32,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MjYxMDc3MF5BMl5BanBnXkFtZTYwNzU3MDIz._V1_UX214_CR0,0,214,317_AL_.jpg"
Ordinary People,1980,53rd Academy Awards,3/31/81,Best Actress,,Mary Tyler Moore,12/29/36,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzg5OTM0OV5BMl5BanBnXkFtZTcwNjUxNTQ3MQ@@._V1_UY317_CR47,0,214,317_AL_.jpg"
Private Benjamin,1980,53rd Academy Awards,3/31/81,Best Actress,,Goldie Hawn,11/21/45,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDUzNzc4Ml5BMl5BanBnXkFtZTYwMzkyMDE0._V1_UY317_CR3,0,214,317_AL_.jpg"
Ordinary People,1980,53rd Academy Awards,3/31/81,Best Supporting Actor,X,Timothy Hutton,8/16/60,20,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MjYxODUwNV5BMl5BanBnXkFtZTcwNTg5Nzg4Mg@@._V1_UY317_CR103,0,214,317_AL_.jpg"
Melvin and Howard,1980,53rd Academy Awards,3/31/81,Best Supporting Actor,,Jason Robards,7/26/22,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NDI3NDM4Nl5BMl5BanBnXkFtZTYwMjEwNjM2._V1_UY317_CR21,0,214,317_AL_.jpg"
Ordinary People,1980,53rd Academy Awards,3/31/81,Best Supporting Actor,,Judd Hirsch,3/15/35,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5MTQ2MTkwNl5BMl5BanBnXkFtZTYwNTc1ODA3._V1_UX214_CR0,0,214,317_AL_.jpg"
Raging Bull,1980,53rd Academy Awards,3/31/81,Best Supporting Actor,,Joe Pesci,2/9/43,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc3MTcxNDYxNV5BMl5BanBnXkFtZTcwOTI3NjE1Mw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Great Santini,1980,53rd Academy Awards,3/31/81,Best Supporting Actor,,Michael O'Keefe,4/24/55,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDczMDc0N15BMl5BanBnXkFtZTYwNTg4Mzc3._V1_UY317_CR25,0,214,317_AL_.jpg"
Melvin and Howard,1980,53rd Academy Awards,3/31/81,Best Supporting Actress,X,Mary Steenburgen,2/8/53,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1OTI5OTc0Nl5BMl5BanBnXkFtZTcwNjc5NDMwNA@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Resurrection,1980,53rd Academy Awards,3/31/81,Best Supporting Actress,,Eva Le Gallienne,1/11/1899,82,Error
Private Benjamin,1980,53rd Academy Awards,3/31/81,Best Supporting Actress,,Eileen Brennan,9/3/32,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxODQ5MDAxM15BMl5BanBnXkFtZTcwNzkzMDYwMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Inside Moves,1980,53rd Academy Awards,3/31/81,Best Supporting Actress,,Diana Scarwid,8/27/55,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwOTIzNjg4M15BMl5BanBnXkFtZTcwNDE0ODU5Mg@@._V1_UY317_CR64,0,214,317_AL_.jpg"
Raging Bull,1980,53rd Academy Awards,3/31/81,Best Supporting Actress,,Cathy Moriarty,11/29/60,20,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzOTc1NjU4MjFeQTJeQWpwZ15BbWU2MDc3NjgzMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
On Golden Pond,1981,54th Academy Awards,3/29/82,Best Actor,X,Henry Fonda,5/16/05,76,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEwNjQ2ODQ4Nl5BMl5BanBnXkFtZTYwMzEwMTM2._V1_UY317_CR20,0,214,317_AL_.jpg"
Atlantic City,1981,54th Academy Awards,3/29/82,Best Actor,,Burt Lancaster,11/2/13,68,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MjM1MTYyOF5BMl5BanBnXkFtZTYwMjExOTE2._V1_UY317_CR11,0,214,317_AL_.jpg"
Absence of Malice,1981,54th Academy Awards,3/29/82,Best Actor,,Paul Newman,1/26/25,57,"https://images-na.ssl-images-amazon.com/images/M/MV5BODUwMDYwNDg3N15BMl5BanBnXkFtZTcwODEzNTgxMw@@._V1_UY317_CR22,0,214,317_AL_.jpg"
Arthur,1981,54th Academy Awards,3/29/82,Best Actor,,Dudley Moore,4/19/35,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjY5MTQxOF5BMl5BanBnXkFtZTcwNTAxMTkwMw@@._V1_UY317_CR43,0,214,317_AL_.jpg"
Reds,1981,54th Academy Awards,3/29/82,Best Actor,,Warren Beatty,3/30/37,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjA5NDU5Nl5BMl5BanBnXkFtZTgwNDcyNDc1OTE@._V1_UX214_CR0,0,214,317_AL_.jpg"
On Golden Pond,1981,54th Academy Awards,3/29/82,Best Actress,X,Katharine Hepburn,5/12/07,74,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTk4Mjc0OF5BMl5BanBnXkFtZTYwNzI0NDM2._V1_UY317_CR7,0,214,317_AL_.jpg"
Only When I Laugh,1981,54th Academy Awards,3/29/82,Best Actress,,Marsha Mason,4/3/42,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTEyOTE0NV5BMl5BanBnXkFtZTcwODI3MzcyNA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Reds,1981,54th Academy Awards,3/29/82,Best Actress,,Diane Keaton,1/5/46,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5NjMwOTk2NV5BMl5BanBnXkFtZTYwODg1NzY0._V1_UY317_CR4,0,214,317_AL_.jpg"
Atlantic City,1981,54th Academy Awards,3/29/82,Best Actress,,Susan Sarandon,10/4/46,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ODMzMDUzNF5BMl5BanBnXkFtZTcwNzY4NzQwMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
The French Lieutenant's Woman,1981,54th Academy Awards,3/29/82,Best Actress,,Meryl Streep,6/22/49,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Arthur,1981,54th Academy Awards,3/29/82,Best Supporting Actor,X,John Gielgud,4/14/04,78,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4ODc4Mzk1OV5BMl5BanBnXkFtZTYwNDQ0MjQ2._V1_UY317_CR13,0,214,317_AL_.jpg"
Only When I Laugh,1981,54th Academy Awards,3/29/82,Best Supporting Actor,,James Coco,3/21/30,52,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM3NjcyNTU1NV5BMl5BanBnXkFtZTcwMjE2ODE1NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Chariots of Fire,1981,54th Academy Awards,3/29/82,Best Supporting Actor,,Ian Holm,9/12/31,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0ODA2MjM2NF5BMl5BanBnXkFtZTYwNDg5NDIz._V1_UX214_CR0,0,214,317_AL_.jpg"
Reds,1981,54th Academy Awards,3/29/82,Best Supporting Actor,,Jack Nicholson,4/22/37,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTY0ODk0M15BMl5BanBnXkFtZTYwNzE4Njc4._V1_UY317_CR7,0,214,317_AL_.jpg"
Ragtime,1981,54th Academy Awards,3/29/82,Best Supporting Actor,,"Howard E. Rollins, Jr.",10/17/50,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTAyNDk2MF5BMl5BanBnXkFtZTcwNTI0MDAxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Reds,1981,54th Academy Awards,3/29/82,Best Supporting Actress,X,Maureen Stapleton,6/21/25,56,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNjk4MzYxN15BMl5BanBnXkFtZTcwMTUyMTQzMQ@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Only When I Laugh,1981,54th Academy Awards,3/29/82,Best Supporting Actress,,Joan Hackett,3/1/34,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MjkzOTczOTdeQTJeQWpwZ15BbWU3MDc1MTI4MTg@._V1_UX214_CR0,0,214,317_AL_.jpg"
On Golden Pond,1981,54th Academy Awards,3/29/82,Best Supporting Actress,,Jane Fonda,12/21/37,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ5NTE2MDAzOV5BMl5BanBnXkFtZTgwOTQ3MTQ3MjE@._V1_UY317_CR27,0,214,317_AL_.jpg"
Absence of Malice,1981,54th Academy Awards,3/29/82,Best Supporting Actress,,Melinda Dillon,10/13/39,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODM4MzAyNl5BMl5BanBnXkFtZTcwODUwODYzNA@@._V1_UY317_CR15,0,214,317_AL_.jpg"
Ragtime,1981,54th Academy Awards,3/29/82,Best Supporting Actress,,Elizabeth McGovern,7/18/61,20,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MzM5ODYyNF5BMl5BanBnXkFtZTcwODIwNzk4Ng@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Gandhi,1982,55th Academy Awards,4/11/83,Best Actor,X,Ben Kingsley,12/31/43,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTU2Njg2NzM4M15BMl5BanBnXkFtZTgwNjYwNjQwMTI@._V1_UY317_CR10,0,214,317_AL_.jpg"
The Verdict,1982,55th Academy Awards,4/11/83,Best Actor,,Paul Newman,1/26/25,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BODUwMDYwNDg3N15BMl5BanBnXkFtZTcwODEzNTgxMw@@._V1_UY317_CR22,0,214,317_AL_.jpg"
Missing,1982,55th Academy Awards,4/11/83,Best Actor,,Jack Lemmon,2/8/25,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTE3ODE1N15BMl5BanBnXkFtZTYwOTU1MTM2._V1_UY317_CR7,0,214,317_AL_.jpg"
My Favorite Year,1982,55th Academy Awards,4/11/83,Best Actor,,Peter O'Toole,8/2/32,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MDYyNzczN15BMl5BanBnXkFtZTYwNjMzNjMz._V1_UY317_CR3,0,214,317_AL_.jpg"
Tootsie,1982,55th Academy Awards,4/11/83,Best Actor,,Dustin Hoffman,8/8/37,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NzU0ODczMF5BMl5BanBnXkFtZTcwODEyMDY5Mg@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Sophie's Choice,1982,55th Academy Awards,4/11/83,Best Actress,X,Meryl Streep,6/22/49,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Victor/Victoria,1982,55th Academy Awards,4/11/83,Best Actress,,Julie Andrews,10/1/35,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTYyODA2Ml5BMl5BanBnXkFtZTYwMTgyMDA0._V1_UY317_CR1,0,214,317_AL_.jpg"
Frances,1982,55th Academy Awards,4/11/83,Best Actress,,Jessica Lange,4/20/49,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5ODIyMjY0NF5BMl5BanBnXkFtZTcwNDcyNjY0MQ@@._V1_UY317_CR21,0,214,317_AL_.jpg"
Missing,1982,55th Academy Awards,4/11/83,Best Actress,,Sissy Spacek,12/25/49,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAwMTU4NTMwMF5BMl5BanBnXkFtZTgwMDMyMTg4MTE@._V1_UY317_CR10,0,214,317_AL_.jpg"
An Officer and a Gentleman,1982,55th Academy Awards,4/11/83,Best Actress,,Debra Winger,5/16/55,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTQ2ODMwN15BMl5BanBnXkFtZTYwNjc5ODUz._V1_UX214_CR0,0,214,317_AL_.jpg"
An Officer and a Gentleman,1982,55th Academy Awards,4/11/83,Best Supporting Actor,X,Louis Gossett Jr.,5/27/36,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTE0MTgyN15BMl5BanBnXkFtZTcwOTI0Mjk1MQ@@._V1_UY317_CR16,0,214,317_AL_.jpg"
The Verdict,1982,55th Academy Awards,4/11/83,Best Supporting Actor,,James Mason,5/15/09,73,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDQxOTQzNl5BMl5BanBnXkFtZTYwNDAxMDI2._V1_UY317_CR13,0,214,317_AL_.jpg"
Victor/Victoria,1982,55th Academy Awards,4/11/83,Best Supporting Actor,,Robert Preston,6/8/18,64,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MDkxMzQ2Ml5BMl5BanBnXkFtZTcwNDc4OTAzOA@@._V1_UY317_CR19,0,214,317_AL_.jpg"
The Best Little Whorehouse in Texas,1982,55th Academy Awards,4/11/83,Best Supporting Actor,,Charles Durning,2/28/23,60,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMDk1NTU1OV5BMl5BanBnXkFtZTYwMDA2MjM0._V1_UY317_CR28,0,214,317_AL_.jpg"
The World According to Garp,1982,55th Academy Awards,4/11/83,Best Supporting Actor,,John Lithgow,10/19/45,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzUyNDkzNF5BMl5BanBnXkFtZTcwNTMwNTU5MQ@@._V1_UY317_CR19,0,214,317_AL_.jpg"
Tootsie,1982,55th Academy Awards,4/11/83,Best Supporting Actress,X,Jessica Lange,4/20/49,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5ODIyMjY0NF5BMl5BanBnXkFtZTcwNDcyNjY0MQ@@._V1_UY317_CR21,0,214,317_AL_.jpg"
Frances,1982,55th Academy Awards,4/11/83,Best Supporting Actress,,Kim Stanley,2/11/25,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzI5NzQxNl5BMl5BanBnXkFtZTYwODM1ODU2._V1_UY317_CR20,0,214,317_AL_.jpg"
Tootsie,1982,55th Academy Awards,4/11/83,Best Supporting Actress,,Teri Garr,12/11/44,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODg1Mjc0N15BMl5BanBnXkFtZTYwOTU3NzQ1._V1_UY317_CR2,0,214,317_AL_.jpg"
Victor/Victoria,1982,55th Academy Awards,4/11/83,Best Supporting Actress,,Lesley Ann Warren,8/16/46,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTcyMzc4NF5BMl5BanBnXkFtZTcwOTcyNjY0MQ@@._V1_UY317_CR5,0,214,317_AL_.jpg"
The World According to Garp,1982,55th Academy Awards,4/11/83,Best Supporting Actress,,Glenn Close,3/19/47,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_UY317_CR13,0,214,317_AL_.jpg"
Tender Mercies,1983,56th Academy Awards,4/9/84,Best Actor,X,Robert Duvall,1/5/31,53,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjk1MjA2Mjc2MF5BMl5BanBnXkFtZTcwOTE4MTUwMg@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Educating Rita,1983,56th Academy Awards,4/9/84,Best Actor,,Michael Caine,3/14/33,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzIwNTQ4Ml5BMl5BanBnXkFtZTYwMzE1MTUz._V1_UY317_CR7,0,214,317_AL_.jpg"
The Dresser,1983,56th Academy Awards,4/9/84,Best Actor,,Albert Finney,5/9/36,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM2NDkyNTY5OV5BMl5BanBnXkFtZTYwNjI3OTc1._V1_UX214_CR0,0,214,317_AL_.jpg"
The Dresser,1983,56th Academy Awards,4/9/84,Best Actor,,Tom Courtenay,2/25/37,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjUwOTQ3NTkwOF5BMl5BanBnXkFtZTYwNDgyOTk0._V1_UY317_CR2,0,214,317_AL_.jpg"
"Reuben, Reuben",1983,56th Academy Awards,4/9/84,Best Actor,,Tom Conti,11/22/41,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzQ4MTUwOV5BMl5BanBnXkFtZTcwODUzMDkwMw@@._V1_UY317_CR20,0,214,317_AL_.jpg"
Terms of Endearment,1983,56th Academy Awards,4/9/84,Best Actress,X,Shirley MacLaine,4/24/34,49,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MTE5MjQ1MF5BMl5BanBnXkFtZTYwMzU2MDg1._V1_UY317_CR2,0,214,317_AL_.jpg"
Testament,1983,56th Academy Awards,4/9/84,Best Actress,,Jane Alexander,10/28/39,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzODYyMTc0OF5BMl5BanBnXkFtZTYwNDc4NzU0._V1_UY317_CR10,0,214,317_AL_.jpg"
Silkwood,1983,56th Academy Awards,4/9/84,Best Actress,,Meryl Streep,6/22/49,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Educating Rita,1983,56th Academy Awards,4/9/84,Best Actress,,Julie Walters,2/22/50,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDA2NjE0M15BMl5BanBnXkFtZTcwMjk2ODIyOA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Terms of Endearment,1983,56th Academy Awards,4/9/84,Best Actress,,Debra Winger,5/16/55,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTQ2ODMwN15BMl5BanBnXkFtZTYwNjc5ODUz._V1_UX214_CR0,0,214,317_AL_.jpg"
Terms of Endearment,1983,56th Academy Awards,4/9/84,Best Supporting Actor,X,Jack Nicholson,4/22/37,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTY0ODk0M15BMl5BanBnXkFtZTYwNzE4Njc4._V1_UY317_CR7,0,214,317_AL_.jpg"
To Be or Not to Be,1983,56th Academy Awards,4/9/84,Best Supporting Actor,,Charles Durning,2/28/23,61,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMDk1NTU1OV5BMl5BanBnXkFtZTYwMDA2MjM0._V1_UY317_CR28,0,214,317_AL_.jpg"
Cross Creek,1983,56th Academy Awards,4/9/84,Best Supporting Actor,,Rip Torn,2/6/31,53,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMTI5MTA5MV5BMl5BanBnXkFtZTYwMDE2Mjk2._V1_UY317_CR30,0,214,317_AL_.jpg"
The Right Stuff,1983,56th Academy Awards,4/9/84,Best Supporting Actor,,Sam Shepard,11/5/43,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzM1Nzg1OV5BMl5BanBnXkFtZTcwOTYzMDAxMw@@._V1_UY317_CR47,0,214,317_AL_.jpg"
Terms of Endearment,1983,56th Academy Awards,4/9/84,Best Supporting Actor,,John Lithgow,10/19/45,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzUyNDkzNF5BMl5BanBnXkFtZTcwNTMwNTU5MQ@@._V1_UY317_CR19,0,214,317_AL_.jpg"
The Year of Living Dangerously,1983,56th Academy Awards,4/9/84,Best Supporting Actress,X,Linda Hunt,4/2/45,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDg4MzMzNV5BMl5BanBnXkFtZTcwOTUwMTc4Mg@@._V1_UY317_CR14,0,214,317_AL_.jpg"
Silkwood,1983,56th Academy Awards,4/9/84,Best Supporting Actress,,Cher,5/20/46,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTM4NzQ1Ml5BMl5BanBnXkFtZTcwNjc3MDgwNA@@._V1_UY317_CR35,0,214,317_AL_.jpg"
The Big Chill,1983,56th Academy Awards,4/9/84,Best Supporting Actress,,Glenn Close,3/19/47,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_UY317_CR13,0,214,317_AL_.jpg"
Cross Creek,1983,56th Academy Awards,4/9/84,Best Supporting Actress,,Alfre Woodard,11/8/52,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTU4Mzk5MV5BMl5BanBnXkFtZTgwMDg1MzcxMjE@._V1_UY317_CR5,0,214,317_AL_.jpg"
Yentl,1983,56th Academy Awards,4/9/84,Best Supporting Actress,,Amy Irving,9/10/53,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjMxMjgwMF5BMl5BanBnXkFtZTcwNzE0MzQ3Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Amadeus,1984,57th Academy Awards,3/25/85,Best Actor,X,F. Murray Abraham,10/24/39,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ2MzQ2ODYxM15BMl5BanBnXkFtZTcwODY3NTIxNw@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Under the Volcano,1984,57th Academy Awards,3/25/85,Best Actor,,Albert Finney,5/9/36,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTM2NDkyNTY5OV5BMl5BanBnXkFtZTYwNjI3OTc1._V1_UX214_CR0,0,214,317_AL_.jpg"
The Killing Fields,1984,57th Academy Awards,3/25/85,Best Actor,,Sam Waterston,11/15/40,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MjA2MzMwOF5BMl5BanBnXkFtZTcwNzQ3MDgzMw@@._V1_UY317_CR16,0,214,317_AL_.jpg"
Starman,1984,57th Academy Awards,3/25/85,Best Actor,,Jeff Bridges,12/4/49,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU1NjM4MDYzMl5BMl5BanBnXkFtZTcwMjIwMjMyMw@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Amadeus,1984,57th Academy Awards,3/25/85,Best Actor,,Tom Hulce,12/6/53,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODY0MTE0NF5BMl5BanBnXkFtZTcwOTQwNTIzOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Places in the Heart,1984,57th Academy Awards,3/25/85,Best Actress,X,Sally Field,11/6/46,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTMyMDI4MV5BMl5BanBnXkFtZTcwMDYzMTM5OA@@._V1_UY317_CR8,0,214,317_AL_.jpg"
The Bostonians,1984,57th Academy Awards,3/25/85,Best Actress,,Vanessa Redgrave,1/30/37,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MjE0OTgzNF5BMl5BanBnXkFtZTcwOTQ3ODMwMg@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Country,1984,57th Academy Awards,3/25/85,Best Actress,,Jessica Lange,4/20/49,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5ODIyMjY0NF5BMl5BanBnXkFtZTcwNDcyNjY0MQ@@._V1_UY317_CR21,0,214,317_AL_.jpg"
The River,1984,57th Academy Awards,3/25/85,Best Actress,,Sissy Spacek,12/25/49,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAwMTU4NTMwMF5BMl5BanBnXkFtZTgwMDMyMTg4MTE@._V1_UY317_CR10,0,214,317_AL_.jpg"
A Passage to India,1984,57th Academy Awards,3/25/85,Best Actress,,Judy Davis,4/23/55,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzA1ODU0NV5BMl5BanBnXkFtZTcwNTk5ODQxOA@@._V1_UY317_CR130,0,214,317_AL_.jpg"
The Killing Fields,1984,57th Academy Awards,3/25/85,Best Supporting Actor,X,Haing S. Ngor,3/22/40,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTI3NTI4NF5BMl5BanBnXkFtZTcwMjIxNjgwMw@@._V1_UY317_CR130,0,214,317_AL_.jpg"
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,57th Academy Awards,3/25/85,Best Supporting Actor,,Ralph Richardson,12/19/02,82,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMTc0NjM0NF5BMl5BanBnXkFtZTcwNDQxODYxOA@@._V1_UY317_CR12,0,214,317_AL_.jpg"
The Karate Kid,1984,57th Academy Awards,3/25/85,Best Supporting Actor,,Noriyuki 'Pat' Morita,6/28/32,52,"https://images-na.ssl-images-amazon.com/images/M/MV5BODIyNzYwNjE4NV5BMl5BanBnXkFtZTcwNzA3MzQ3Mw@@._V1_UY317_CR2,0,214,317_AL_.jpg"
A Soldier's Story,1984,57th Academy Awards,3/25/85,Best Supporting Actor,,Adolph Caesar,12/5/33,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMjM2MzE3M15BMl5BanBnXkFtZTgwNDkyNTQwMjE@._V1_UY317_CR114,0,214,317_AL_.jpg"
Places in the Heart,1984,57th Academy Awards,3/25/85,Best Supporting Actor,,John Malkovich,12/9/53,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDM5ODUwOF5BMl5BanBnXkFtZTYwMzEwOTI4._V1_UY317_CR13,0,214,317_AL_.jpg"
A Passage to India,1984,57th Academy Awards,3/25/85,Best Supporting Actress,X,Peggy Ashcroft,12/22/07,77,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2Njg5MDk0Ml5BMl5BanBnXkFtZTcwMzg5NDIzOA@@._V1_UY317_CR20,0,214,317_AL_.jpg"
The Pope of Greenwich Village,1984,57th Academy Awards,3/25/85,Best Supporting Actress,,Geraldine Page,11/22/24,60,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDA2ODA2M15BMl5BanBnXkFtZTYwNjY1MTM2._V1_UY317_CR3,0,214,317_AL_.jpg"
The Natural,1984,57th Academy Awards,3/25/85,Best Supporting Actress,,Glenn Close,3/19/47,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_UY317_CR13,0,214,317_AL_.jpg"
Places in the Heart,1984,57th Academy Awards,3/25/85,Best Supporting Actress,,Lindsay Crouse,5/12/48,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDU4MDk1M15BMl5BanBnXkFtZTYwNDkxNDM3._V1_UY317_CR33,0,214,317_AL_.jpg"
Swing Shift,1984,57th Academy Awards,3/25/85,Best Supporting Actress,,Christine Lahti,4/4/50,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0NTUyNTk1NV5BMl5BanBnXkFtZTcwODkyMDUzOA@@._V1_UY317_CR17,0,214,317_AL_.jpg"
